Namespace,Class Name,Command Name,ignored,portal.acceptance,portal.fixpack.release,portal.release,portal.smoke,portal.upstream,testray.component.names,testray.main.component.name
LocalFile,CPRolesDockbar,PreviewDeviceRegRole,,,,true,,true,"Mobile Web,User Interface",Roles
LocalFile,GroovyScript,ExecuteScriptWithEmbeddedHTML,,,,true,,true,,Server Administration
LocalFile,GroovyScript,ExecuteScriptWithLiferayClasses,,true,,true,,true,,Server Administration
LocalFile,GroovyScript,ExecuteScriptWithPredefinedVariables,,,,true,,true,,Server Administration
LocalFile,GroovyScript,ExecuteSimpleScript,,true,,true,,true,,Server Administration
LocalFile,Serveradministration,ViewGlobalLibDirectory,,,,true,,true,,Server Administration
LocalFile,Serveradministration,ViewSystemAndPortalProperties,,,,true,,true,,Server Administration
LocalFile,CPRolesCPUsergroups,AddUserGroupRegRole,,,,true,,true,,Roles
LocalFile,CPRolesCPUsersandorganizations,AddOrganizationRegRole,,,,true,,true,,Roles
LocalFile,CPRolesCPUsersandorganizations,AddUserRegRole,,,,true,,true,,Roles
LocalFile,CPRolesCPRoles,AddOrganizationRoleRegRole,,,,true,,true,Roles,Roles
LocalFile,CPRolesCPRoles,AddRegularRoleRegRole,,,,true,,true,Roles,Roles
LocalFile,CPRolesCPRoles,AddSiteRoleRegRole,,,,true,,true,Roles,Roles
LocalFile,CPRoles,AssertRoleTitleNotRequired,,,,true,,true,,Roles
LocalFile,CPRoles,AssignExistingSegmentToRegularRole,,,,true,,true,,Roles
LocalFile,CPRoles,AssignNewSegmentToRegularRole,,,,true,,true,,Roles
LocalFile,CPRoles,AssignUserToRegularRole,,true,,true,,true,,Roles
LocalFile,CPRoles,DeleteOrganizationRole,,true,,true,,true,Training,Roles
LocalFile,CPRoles,DeleteRegularRole,,true,,true,,true,,Roles
LocalFile,CPRoles,DeleteSiteRole,,true,,true,,true,,Roles
LocalFile,CPRoles,RemoveSegmentFromRegularRole,,,,true,,true,,Roles
LocalFile,BundleBlacklist,BlacklistComponent,,,,true,,true,,Bundle Blacklist
LocalFile,BundleBlacklist,BlacklistModuleBundleSymbolicName,,true,,true,,true,,Bundle Blacklist
LocalFile,BundleBlacklist,BlacklistModuleLPKG,,true,,true,,true,,Bundle Blacklist
LocalFile,BundleBlacklist,BlacklistModuleWar,,,,true,,true,,Bundle Blacklist
LocalFile,BundleBlacklist,ExportBundleBlacklistConfig,,,,true,,true,,Bundle Blacklist
LocalFile,FriendlyURL,VerifyFriendlyURLsOnlyDisplayLocaleOnce,,,,true,,true,,Friendly URL
LocalFile,FriendlyURL,ViewCanonicalURLWithLocalizedFriendlyURL,,quarantine,,true,,quarantine,,Friendly URL
LocalFile,FriendlyURL,ViewFriendlyURLWithSharedLocalesButDifferentLanguages,,,,true,,true,,Friendly URL
LocalFile,FriendlyURL,ViewFriendlyURLWithUnicodeChars,,,,true,,true,,Friendly URL
LocalFile,PortalContextPath,Smoke,,true,,,,,,Deployment
LocalFile,ContactsCenter,Smoke,,,,true,,true,,Contacts Center
LocalFile,VirtualInstances,AddPortalInstance,,,,true,,true,,Virtual Instances
LocalFile,VirtualInstances,DeletePortalInstance,,,,true,,true,,Virtual Instances
LocalFile,VirtualInstances,PermissionCheckPortalInstances,,,,true,,true,,Virtual Instances
LocalFile,VirtualInstances,ViewDeactivatedPortalInstance,,,,true,,helloworld,,Virtual Instances
LocalFile,VirtualInstances,ViewVirtualHostPrivateSitePage,true,,,true,,true,,Virtual Instances
LocalFile,VirtualInstances,ViewVirtualInstanceInheritsSystemSettings,,,,true,,true,,Virtual Instances
LocalFile,MobileDeviceFamiliesSmoke,Smoke,,,,true,,true,,Mobile Device Rules
LocalFile,CPUsergroups,AddMember,,,,true,,true,,User Groups
LocalFile,CPUsergroups,AddUserGroupNameDuplicate,,,,true,,true,,User Groups
LocalFile,CPUsergroups,AddUserGroupNameWithInvalidCharacters,,,,true,,true,,User Groups
LocalFile,CPUsergroups,AddUserGroups,,true,,true,,true,,User Groups
LocalFile,CPUsergroups,DeleteUserGroup,,true,,true,,true,,User Groups
LocalFile,CPUsergroups,DeleteUserGroupWithMemberAssigned,,,,true,,true,,User Groups
LocalFile,CPUsergroups,EditUserGroup,,true,,true,,true,,User Groups
LocalFile,CPUsergroups,RemoveMember,,true,,true,,true,,User Groups
LocalFile,CPUsergroups,SearchCurrentMembersAssignedToUserGroup,,true,,true,,true,,User Groups
LocalFile,CPUsergroups,Smoke,,true,,true,,true,,User Groups
LocalFile,SetupWizardHSQL,HSQLtoHSQLLportal1SampleDataDisabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQL,HSQLtoHSQLLportal1SampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQL,HSQLtoMariaDB,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQL,HSQLtoMariaDBSampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQL,HSQLtoMySQLSampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQL,HSQLtoPostgreSQL,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQL,HSQLtoPostgreSQLSampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizard,BasicConfigurationVisualLook,,,,true,,true,,Setup Wizard
LocalFile,SetupWizard,HypersonicToMySQL,,,,true,,helloworld,,Setup Wizard
LocalFile,SetupWizard,HypersonicWithSpecialContent,,,,true,,helloworld,,Setup Wizard
LocalFile,SetupWizard,ViewConfiguredSetupWizardValue,,,,true,,true,,Setup Wizard
LocalFile,IPAddress,RunPortalOnIPV6,true,false,,true,,true,,IP Address
LocalFile,DatabasePartitioning,AddMultipleCompanies,,,,true,,true,,Database Partitioning
LocalFile,DatabasePartitioning,AddNewCompany,,true,,true,,true,,Database Partitioning
LocalFile,DatabasePartitioning,AddNewCompanyWithCluster,,,,true,,true,,Database Partitioning
LocalFile,SetupWizardMySQL,MySQLtoMySQLEditedAdministratorUser,,,,true,,true,,Setup Wizard
LocalFile,GogoShell,AccessGogoShellCommandViaPortlet,,true,,true,,true,,Gogo Shell
LocalFile,GogoShell,GogoShellCommandDisconnectNotSupported,,,,true,,true,,Gogo Shell
LocalFile,GogoShell,GogoShellPortletOnlyOnMainInstance,,,,true,,true,,Gogo Shell
LocalFile,GogoShell,OmniAdminCanAccessGogoShellCommandViaPortlet,,,,true,,true,,Gogo Shell
LocalFile,GogoShell,SiteAdminCannotAccessGogoShellPortlet,,,,true,,true,,Gogo Shell
LocalFile,AppManagement,ActivateAppAfterUninstall,true,,,true,,true,,App Management
LocalFile,AppManagement,DeactivateAndActivateAdaptiveMedia,,,,true,,true,,Adaptive Media
LocalFile,AppManagement,DeactivateAndActivateAssetLibraries,,,,true,,true,,Depot
LocalFile,AppManagement,DeactivateAndActivateBlogs,,,,true,,true,,Blogs
LocalFile,AppManagement,DeactivateAndActivateComment,,,,true,,true,,Content Page Review
LocalFile,AppManagement,DeactivateAndActivateDocumentLibraryOpener,,,,true,,true,,Documents Management
LocalFile,AppManagement,DeactivateAndActivateKnowledgeBase,,,,true,,true,,Knowledge Base
LocalFile,AppManagement,DeactivateAndActivateMessageBoards,,,,true,,true,,Message Boards
LocalFile,AppManagement,DeactivateAndActivateNotifications,,,,true,,true,,Notifications
LocalFile,AppManagement,DeactivateAndActivateQuestions,,,,true,,true,,Questions
LocalFile,AppManagement,DeactivateAndActivateRatings,,,,true,,true,,Ratings
LocalFile,AppManagement,DeactivateAndActivateSharing,,,,true,,true,,Asset Sharing
LocalFile,AppManagement,DeactivateAndActivateTranslation,,,,true,,true,,Translations Management
LocalFile,AppManagement,DeactivateAndActivateWiki,,,,true,,true,,Wiki
LocalFile,AppManagement,InstallViaUpload,,,,true,,true,,App Management
LocalFile,AppManagement,UninstallApp,,,,true,,true,,App Management
LocalFile,AppManagement,ViewBreadcrumbForNestedFolders,,,,true,,true,,App Management
LocalFile,AppManagement,ViewLicenseManager,,,,true,,true,,App Management
LocalFile,AppManagement,ViewNotInNonDefaultInstance,,,,true,,true,,App Management
LocalFile,SetupWizardHSQLEE,HSQLtoDB2,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQLEE,HSQLtoDB2SampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQLEE,HSQLtoOracle,,true,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQLEE,HSQLtoOracleSampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQLEE,HSQLtoSQLServer,,true,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQLEE,HSQLtoSQLServerSampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQLEE,HSQLtoSybase,,,,true,,true,Training,Setup Wizard
LocalFile,SetupWizardHSQLEE,HSQLtoSybaseSampleDataEnabled,,,,true,,true,Training,Setup Wizard
LocalFile,CPCustomfields,AddCustomFieldsSmoke,,,,false,,true,,Custom Fields
LocalFile,CPCustomfields,AddCustomFieldUserTextField,,,,true,,true,,Custom Fields
LocalFile,CPCustomfields,EditCustomFieldUserTextField,,true,,true,,true,,Custom Fields
LocalFile,CPCustomfields,EditRevertCustomFieldWikiPage,,,,true,,true,,Custom Fields
LocalFile,CPCustomfields,UpdateDocumentWithCustomField,,,,true,,true,,Custom Fields
LocalFile,GDPR,AnonymizeAllEntries,,,,true,,true,,Personal Data
LocalFile,GDPR,AnonymizeEntryFromApplication,,,,true,,true,,Personal Data
LocalFile,GDPR,DeleteEntryFromApplication,,,,true,,true,,Personal Data
LocalFile,GDPR,DeleteEntryFromInstanceScope,,,,true,,true,,Personal Data
LocalFile,GDPR,DeleteEntryFromPersonalSiteScope,,,,true,,true,,Personal Data
LocalFile,GDPR,DeleteEntryFromRegularSitesScope,,,,true,,true,,Personal Data
LocalFile,GDPR,EditEntryFromApplication,,,,true,,true,,Personal Data
LocalFile,GDPR,ExportAllEntries,,,,true,,true,,Personal Data
LocalFile,AlloyShowcase,ButtonSmoke,,,,true,,true,,Liferay Faces
LocalFile,AlloyShowcase,DataListSmoke,,,,true,,true,,Liferay Faces
LocalFile,AlloyShowcase,DataTableSmoke,,,,true,,true,,Liferay Faces
LocalFile,AlloyShowcase,InputFileSmoke,,,,true,,true,,Liferay Faces
LocalFile,AlloyShowcase,LinkSmoke,,,,true,,true,,Liferay Faces
LocalFile,OSGiLocalizationjahook,LocalizationJAHookSmoke,,,,false,,true,,Localization Hooks
LocalFile,OSGiLocalizationzhhook,LocalizationZHHookSmoke,,,,false,,true,,Localization Hooks
LocalFile,PortalLogging,Smoke,,true,,true,false,true,,Smoke
LocalFile,Personalmenu,ConfigureLookAndFeelCurrentSiteAndMyDashboard,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,ConfigureShowInControlMenu,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,EnableStaging,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,NavigateToMySites,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,RenderAppsWithCurrentTheme,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,UpdateAddressFromUserProfile,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,UpdateUserInformation,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,UpdateUserPortrait,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,ViewMyAccountUser,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,ViewMyAccountUserViaURL,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,ViewMyAccountViaSignInPortlet,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,ViewMyOrganizations,,,,true,,true,,Users and Organizations
LocalFile,Personalmenu,ViewNoMyDashboardMyProfileLink,,,,true,,true,,Users and Organizations
LocalFile,DXPLicense,LiferayDXPLicenseExpire,,,,true,,false,,License
LocalFile,FileInstall,CustomizeFileFilter,,,,true,,true,,File Install
LocalFile,FileInstall,CustomizeNewWatchedDirectory,,,,true,,true,,File Install
LocalFile,FileInstall,CustomizeRecursiveSubdirectoryMode,,,,true,,true,,File Install
LocalFile,FileInstall,CustomizeSkipSubdirectoryMode,,,,true,,true,,File Install
LocalFile,FileInstall,InstallOSGiConfigWithHiddenFile,,,,true,,true,,File Install
LocalFile,FileInstall,UninstallJarOffline,,,,true,,true,,File Install
LocalFile,FileInstall,UninstallWarOffline,,,,true,,true,,File Install
LocalFile,InstanceSettings,AssertEmailVerificationIsRequiredByDefault,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,EditDefaultUserAssociationsOrganizationSites,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,EditDefaultUserAssociationsRoles,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,EditDefaultUserAssociationsSites,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,EditDefaultUserAssociationsUserGroups,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,EnterReservedEmailAddress,,true,,true,,true,,Instance Settings
LocalFile,InstanceSettings,EnterReservedScreenName,,true,,true,,true,,Instance Settings
LocalFile,InstanceSettings,ViewContentSharingDisabledAcrossSitesViaAP,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,ViewContentSharingEnabledAcrossSitesViaAP,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,ViewDefaultUserAssociations,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,ViewEmailNotificationsAccountCreatedNotification,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,ViewEmailNotificationsPasswordChangedNotification,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,ViewEmailNotificationsSender,,,,true,,true,,Instance Settings
LocalFile,InstanceSettings,ViewSystemSettingsSavedByKeyboard,,,,true,,true,,Instance Settings
LocalFile,PortalShowcase,InputRichTextSmoke,,,,true,,true,,Liferay Faces
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive704,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive713,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive720,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive721,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive730,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive7110,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive7210,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive70106,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchive72101,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchiveAutoUpgrade721,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchiveAutoUpgrade730,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchiveAutoUpgrade7110,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchiveAutoUpgrade7210,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchiveAutoUpgrade70106,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewClassicSearchPortletConfigurationArchiveAutoUpgrade72101,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchive713,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchive720,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchive721,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchive730,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchive7110,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchive7210,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchive72101,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchiveAutoUpgrade721,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchiveAutoUpgrade730,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchiveAutoUpgrade7110,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchiveAutoUpgrade7210,,,,true,,quarantine,,Upgrades Search
LocalFile,SearchUpgrade,ViewSearchPortletsConfigurationArchiveAutoUpgrade72101,,,,true,,quarantine,,Upgrades Search
LocalFile,UsergroupsUsecase,ExportUserGroupMembers,,,,true,,true,,User Groups
LocalFile,UsergroupsUsecase,UserGroupRegularRolePermissions,,,,true,,true,,User Groups
LocalFile,UsergroupsUsecase,UserGroupSiteOwnerPermissions,,,,true,,true,,User Groups
LocalFile,UsergroupsUsecase,UserGroupSiteTemplates,,,,true,,true,,User Groups
LocalFile,UsergroupsUsecase,ViewUserGroupPermissionsNoAsUser,,,,true,,true,,User Groups
LocalFile,UsergroupsUsecase,ViewUserGroupSiteRoleInline,,,,true,,true,,User Groups
LocalFile,AntiSamy,AssertNoWikiJavascript,,,,true,,quarantine,,AntiSamy
LocalFile,AntiSamy,AssertSpecificRulesWorksForModel,,,,true,,true,,AntiSamy
LocalFile,AntiSamy,AssertWebContentJavascript,,,,true,,quarantine,,AntiSamy
LocalFile,PasswordpoliciesUsecase,InvalidResetPasswordInputAfterMailLink,,,,true,,true,,Password Policies
LocalFile,PasswordpoliciesUsecase,LoginUserAfterPasswordPolicyChanged,,,,true,,true,,Password Policies
LocalFile,PasswordpoliciesUsecase,ViewInvalidPasswordChangeSyntax,,,,true,,true,,Password Policies
LocalFile,PasswordpoliciesUsecase,ViewInvalidRegularExpressionMessage,,,,true,,true,,Password Policies
LocalFile,PasswordpoliciesUsecase,ViewPasswordChangeableAndChangeRequired,,,,true,,true,,Password Policies
LocalFile,PasswordpoliciesUsecase,ViewUserAccountExpired,,,,true,,true,,Password Policies
LocalFile,PasswordpoliciesUsecase,ViewUserAccountLockout,,true,,true,,true,,Password Policies
LocalFile,PasswordpoliciesUsecase,ViewUserAccountLockoutviaOrganizationPasswordPolicy,,,,true,,true,,Password Policies
LocalFile,SessionTimeout,RedirectOnExpire,,,,true,,true,,Login
LocalFile,SessionTimeout,RememberMeChecked,,,,true,,true,,Login
LocalFile,Captcha,ViewCaptchaEnabled,,,,true,,true,,CAPTCHA
LocalFile,Captcha,ViewRecaptchaEnabled,,,,true,,true,,CAPTCHA
LocalFile,JSFSignInAndPrimeFacesUsers,PrimeFacesUsersSmoke,,,,true,,true,,Liferay Faces
LocalFile,Locale,AddFormWithSpanishAsOnlyLocale,,,,true,,true,,Locale
LocalFile,Locale,ChangesToInstanceTimeZoneDoNotPropagateToExistingUsers,,true,,true,,true,,Locale
LocalFile,Locale,GuestUserViewSiteChangedLocalePersistsFriendlyURL,true,true,,true,,true,,Locale
LocalFile,Locale,RestrictAvailableLocales,,,,true,,true,,Locale
LocalFile,Locale,RestrictDefaultLocale,,true,,true,,true,,Locale
LocalFile,Locale,RestrictEnabledLocales,,,,true,,true,,Locale
LocalFile,Locale,VerifyFriendlyURLRedirectToEnableDefualtLocale,,,,true,,helloworld,,Locale
LocalFile,Locale,ViewDefaultAvailableTimeZonesForInstancesAndUsers,,,,true,,true,,Locale
LocalFile,Locale,ViewDefaultEnabledLocales,,,,true,,true,,Locale
LocalFile,Locale,ViewSiteLocaleWithoutUserPreferredLocale,,true,,true,,true,,Locale
LocalFile,Locale,ViewUserPreferredLocale,,true,,true,,true,,Locale
LocalFile,Locale,ViewUserPreferredLocalePersistsFriendlyURL,true,true,,true,,true,,Locale
LocalFile,LDAP,ImportLDAPUserWithBlankPassword,,,,true,,quarantine,,LDAP
LocalFile,LDAP,ResetFieldsValueForImportedLDAPUser,,,,true,,quarantine,,LDAP
LocalFile,LDAP,ViewHiddenSecurityCredential,,,,true,,true,,LDAP
LocalFile,LDAP,ViewLDAPInstanceSettingsDoNotAffectSystemSettings,,,,true,,true,,LDAP
LocalFile,Permissions,ViewBlogsPortletAsGuestPG,,false,,true,,true,,Permissions
LocalFile,Permissions,ViewNoDisplayPortletConfigurationPermission,,,,true,,true,,Permissions
LocalFile,ServiceAccessPolicy,ServiceAccessPolicySmoke,,,,true,,true,,Security
LocalFile,LDAPUpgrade,ViewLDAPConfigurationAfterUpgrade713,,,,true,,true,LDAP,Upgrades Security
LocalFile,LDAPUpgrade,ViewLDAPConfigurationAfterUpgrade721,,,,true,,true,LDAP,Upgrades Security
LocalFile,LDAPUpgrade,ViewLDAPConfigurationAfterUpgrade71103,,,,true,,true,LDAP,Upgrades Security
LocalFile,LDAPUpgrade,ViewLDAPConfigurationAfterUpgrade72101,,,,true,,true,LDAP,Upgrades Security
LocalFile,SecurityUsecase,CreateUserViaJSONWSAPIUI,,,,true,,true,,Security
LocalFile,SecurityUsecase,EscapeUrlRedirectWithGroovyScript,,,,true,,true,,Security
LocalFile,SecurityUsecase,NoPermissionFromUnauthorizedURLAsPowerUser,,,,true,,true,,Security
LocalFile,SecurityUsecase,UserCanAccessPermissionsWindowWithPermissionFromAdmin,,,,true,,true,,Security
LocalFile,SecurityUsecase,ValidateCannotOverwriteOSGiServiceIdentifier,,true,,true,,true,,Security
LocalFile,SecurityUsecase,ValidateCannotStealAdminAccount,,,,true,,true,,Security
LocalFile,SecurityUsecase,ValidateForwardURLPG,,true,,true,,true,,Security
LocalFile,SecurityUsecase,ValidateNoLARRemoteCodeExecution,,,,true,,true,,Security
LocalFile,SecurityUsecase,ValidateViewPermissionCanNotUpdateOtherUsersPassword,,,,true,,true,,Security
LocalFile,SecurityUsecase,ViewJSLoaderModulesURLNoWiki,,,,true,,true,,Security
LocalFile,SecurityUsecase,ViewNoInvokedPortletViaURL,,true,,true,,true,,Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInInstanceLevelAfterUpgrade713,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInInstanceLevelAfterUpgrade720,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInInstanceLevelAfterUpgrade71103,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInInstanceLevelAfterUpgrade72101,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInSystemLevelAfterUpgrade713,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInSystemLevelAfterUpgrade720,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInSystemLevelAfterUpgrade71103,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,OAuth2Upgrade,ViewOAuth2ApplicationInSystemLevelAfterUpgrade72101,,,,true,,true,OAuth 2,Upgrades Security
LocalFile,TestCacheConfigurationPortlet,ViewCacheConfiguration,true,,,true,,true,,Test Plugins
LocalFile,CORSUpgrade,ViewPortalCORSAfterUpgrade72101,,,,true,,true,Security,Upgrades Security
LocalFile,CORSUpgrade,ViewWebContextsCORSAfterUpgrade72101,,,,true,,true,Security,Upgrades Security
LocalFile,TestEventPortlet,ViewEvent,,,,true,,true,,Test Plugins
LocalFile,TestJSRPortlet,ViewJSR,,,,true,,true,,Test Plugins
LocalFile,ClassicSearch,SearchByAssetAndModifiedRangeFacets,,,,true,,true,,Web Search
LocalFile,ClassicSearch,SearchByPermission,,,,true,,true,,Web Search
LocalFile,ClassicSearch,SearchByUserFacet,,,,true,,true,,Web Search
LocalFile,ClassicSearch,SearchTwiceScopeEverything,,,,true,,true,,Web Search
LocalFile,ClassicSearch,SearchTwiceScopeLetUserChoose,,,,true,,true,,Web Search
LocalFile,ClassicSearch,SearchTwiceScopeThisSite,,,,true,,true,,Web Search
LocalFile,ClassicSearch,ViewSearchResultForLongURL,,,,true,,true,,Web Search
LocalFile,TestLogPortlet,ViewLog,,,,true,,true,,Test Plugins
LocalFile,TestOpensocialPublisherSubscriberPortlet,ViewPublisherSubscriber,,,,true,,true,,Test Plugins
LocalFile,Elasticsearch7,AssertIndexOnStartup,,,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,AssertSearchAdmin,,,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,AssertSearchInsightsExplain,,,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,AssertSidecarAutoInstall,,true,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,AssertSidecarDoesNotCluster,,,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,ElasticsearchClusteringSmokeTest,,true,,true,,quarantine,,Elasticsearch Impl
LocalFile,Elasticsearch7,MultipleConnectionsSmokeTest,,,,true,,quarantine,,Elasticsearch Impl
LocalFile,Elasticsearch7,OSGiConfigSmokeTest,,true,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,SearchWithNonLiferayIndex,,,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,SwitchSidecarToRemote,,,,true,,true,,Elasticsearch Impl
LocalFile,Elasticsearch7,UpdateSystemSettingsWithoutPortalRestart,,,,true,,true,,Elasticsearch Impl
LocalFile,TestLocalizedPortlet,ViewLocalizedChinese,,,,true,,true,,Test Plugins
LocalFile,TestLocalizedPortlet,ViewLocalizedEnglish,,,,true,,true,,Test Plugins
LocalFile,TestLocalizedPortlet,ViewLocalizedFrench,,,,true,,true,,Test Plugins
LocalFile,TestLocalizedPortlet,ViewLocalizedSpanish,,,,true,,true,,Test Plugins
LocalFile,ExtPlugins,ViewSampleExtPluginValidationViaDirectDeploy,,,,true,,true,,Test Plugins
LocalFile,TemplateRCE,ViewInstanceManager,,,,true,,true,,Templates Engine
LocalFile,TemplateRCE,ViewInstanceManagerVelocity,,,,true,,true,,Templates Engine
LocalFile,TemplateRCE,ViewInstanceManagerWildfly,,,,true,,true,,Templates Engine
LocalFile,TemplateRCE,ViewServletContext,,,,true,,true,,Templates Engine
LocalFile,TemplateRCE,ViewSpringBeans,,,,true,,true,,Templates Engine
LocalFile,TestDependencyAbleFoxPortlet,ViewDependencyAbleFox,,,,true,,true,,Test Plugins
LocalFile,PortletsPermissionsUpgrade,ViewPortletsPermissionsAfterUpgrade621015,,,,true,,true,,Upgrades Core Infrastructure
LocalFile,PortletsPermissionsUpgrade,ViewPortletsPermissionsAfterUpgrade621021,,,,true,,true,,Upgrades Core Infrastructure
LocalFile,TestUserAttributesPortlet,ViewUserAttributes,,,,true,,true,,Test Plugins
LocalFile,PortalConfigurationUpgrade,ViewPortalConfigurationAfterUpgrade625,,,,true,,true,,Upgrades User and System Management
LocalFile,PortalConfigurationUpgrade,ViewPortalConfigurationAfterUpgrade704,,,,true,,true,,Upgrades User and System Management
LocalFile,PortalConfigurationUpgrade,ViewPortalConfigurationAfterUpgrade713,,,,true,,true,,Upgrades User and System Management
LocalFile,PortalConfigurationUpgrade,ViewPortalConfigurationAfterUpgrade720,,,,true,,true,,Upgrades User and System Management
